Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts
2021-04-14,Folklore,Taylor Swift,29,27,1,37
2021-04-14,Cuttin' Grass; Vol. 2: The Cowboy Arms Sessions,Sturgill Simpson,30,30,2,-
2021-04-14,Clouds (The Mixtape),NF,31,3,3,2
2021-04-14,Dum And Dummer 2,Young Dolph & Key Glock,32,8,8,2
2021-04-14,Evermore,Taylor Swift,33,31,1,17
2021-04-14,Tickets To My Downfall,Machine Gun Kelly,34,33,1,28
2021-04-14,Hamilton: An American Musical,Original Broadway Cast,35,35,2,289
2021-04-14,YHLQMDLG,Bad Bunny,36,37,2,58
2021-04-14,KG0516,Karol G,37,20,20,2
2021-04-14,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,38,53,5,673
2021-04-14,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,39,45,18,518
2021-04-14,If I Know Me,Morgan Wallen,40,41,10,132
2021-04-14,ASTROWORLD,Travis Scott,41,43,1,140
2021-04-14,Thats What They All Say,Jack Harlow,42,38,5,17
2021-04-14,Starting Over,Chris Stapleton,43,46,3,21
2021-04-14,Death Race For Love,Juice WRLD,44,42,1,109
2021-04-14,Diamonds,Elton John,45,49,7,178
2021-04-14,Curtain Call: The Hits,Eminem,46,44,1,523
2021-04-14,OK Orchestra,AJR,47,10,10,2
2021-04-14,beerbongs & bentleys,Post Malone,48,47,1,154
2021-04-14,El Dorado,24kGoldn,49,22,22,2
2021-04-14,Scorpion,Drake,50,52,1,145
2021-04-14,BLAME IT ON BABY,DaBaby,51,48,1,51
2021-04-14,Pray 4 Love,Rod Wave,52,39,2,53
2021-04-14,1,The Beatles,53,56,1,467
2021-04-14,Ctrl,SZA,54,51,3,200
2021-04-14,Traveller,Chris Stapleton,55,55,1,291
2021-04-14,Eternal Atake,Lil Uzi Vert,56,54,1,57
2021-04-14,good kid; m.A.A.d city,Kendrick Lamar,57,58,2,441
2021-04-14,Stoney,Post Malone,58,59,4,226
2021-04-14,Journey's Greatest Hits,Journey,59,67,10,663
2021-04-14,Only The Family Presents: Loyal Bros Compilation,Various Artists,60,57,12,5
2021-04-14,Back In Black,AC/DC,61,74,4,458
2021-04-14,Dont Smile At Me,Billie Eilish,62,60,14,172
2021-04-14,Please Excuse Me For Being Antisocial,Roddy Ricch,63,62,1,70
2021-04-14,Over It,Summer Walker,64,64,2,79
2021-04-14,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,65,63,20,99
2021-04-14,Life Rolls On,Florida Georgia Line,66,66,21,8
2021-04-14,Music To Be Murdered By,Eminem,67,61,1,63
2021-04-14,2014 Forest Hills Drive,J. Cole,68,69,1,331
2021-04-14,Doo-Wops & Hooligans,Bruno Mars,69,75,3,514
2021-04-14,Lover,Taylor Swift,70,65,1,85
2021-04-14,Top,YoungBoy Never Broke Again,71,68,1,30
2021-04-14,Greatest Hits,2Pac,72,73,3,365
2021-04-14,The Best Of DMX,DMX,73,73,7,-
2021-04-14,Greatest Hits,Guns N' Roses,74,70,3,524
2021-04-14,÷ (Divide),Ed Sheeran,75,72,1,214
2021-04-14,Pluto x Baby Pluto,Future & Lil Uzi Vert,76,76,2,21
2021-04-14,Chilombo,Jhene Aiko,77,80,2,57
2021-04-14,High Off Life,Future,78,77,1,47
2021-04-14,Greatest Hits,The Notorious B.I.G.,79,79,1,269
2021-04-14,Just Cause Y'all Waited 2,Lil Durk,80,81,2,48
2021-04-14,Greatest Hits,Tom Petty And The Heartbreakers,81,78,2,404
2021-04-14,Take Care,Drake,82,83,1,423
2021-04-14,Sin Miedo (Del Amor y Otros Demonios),Kali Uchis,83,71,52,7
2021-04-14,American Teen,Khalid,84,82,4,214
2021-04-14,DAMN.,Kendrick Lamar,85,84,1,208
2021-04-14,Goldmine,Gabby Barrett,86,85,27,42
2021-04-14,Chemtrails Over The Country Club,Lana Del Rey,87,40,2,3
2021-04-14,1989,Taylor Swift,88,90,1,330
2021-04-14,Wunna,Gunna,89,88,1,46
2021-04-14,Luv Is Rage 2,Lil Uzi Vert,90,86,1,189
2021-04-14,?,XXXTENTACION,91,87,1,160
2021-04-14,BE,BTS,92,50,1,20
2021-04-14,The Essential Michael Jackson,Michael Jackson,93,93,31,351
2021-04-14,Savage Mode II,21 Savage & Metro Boomin,94,89,1,27
2021-04-14,Heaven & Hell,Ava Max,95,98,27,25
2021-04-14,Final Destination,SpotemGottem,96,100,83,10
2021-04-14,Dreamland,Glass Animals,97,101,7,22
2021-04-14,Thriller,Michael Jackson,98,130,1,465
2021-04-14,Moana,Soundtrack,99,91,2,226
2021-04-14,Invasion Of Privacy,Cardi B,100,97,1,157
2021-04-14,All Time Greatest Hits,Lynyrd Skynyrd,101,107,56,121
2021-04-14,Nevermind,Nirvana,102,105,1,519
2021-04-14,Time Served,Moneybagg Yo,103,106,3,65
2021-04-14,Thank U; Next,Ariana Grande,104,102,1,113
2021-04-14,Greatest Hits,Bob Seger & The Silver Bullet Band,105,118,8,370
2021-04-14,Dark Lane Demo Tapes,Drake,106,103,2,49
2021-04-14,Meet The Woo; V.2,Pop Smoke,107,99,7,61
2021-04-14,Greatest Hits So Far...,Zac Brown Band,108,120,20,299
2021-04-14,Free Spirit,Khalid,109,104,1,105
2021-04-14,Views,Drake,110,112,1,256
2021-04-14,Sounds Of Summer: The Very Best Of The Beach Boys,The Beach Boys,111,128,16,247
2021-04-14,Die A Legend,Polo G,112,111,6,95
2021-04-14,Welcome To O'Block,King Von,113,110,5,23
2021-04-14,Manic,Halsey,114,109,2,64
2021-04-14,SOUTHSIDE,Sam Hunt,115,114,5,49
2021-04-14,Hey World,Lee Brice,116,116,45,20
2021-04-14,Greatest Hits: The Ultimate Collection,Bon Jovi,117,138,5,202
2021-04-14,Cuz I Love You,Lizzo,118,124,4,103
2021-04-14,MAP OF THE SOUL : 7,BTS,119,108,1,59
2021-04-14,Blurryface,Twenty One Pilots,120,139,1,298
2021-04-14,Metallica,Metallica,121,126,1,602
2021-04-14,KIRK,DaBaby,122,125,1,79
2021-04-14,AM,Arctic Monkeys,123,129,6,142
2021-04-14,Whole Lotta Red,Playboi Carti,124,151,1,15
2021-04-14,Greatest Hits,Earth| Wind & Fire,125,40,23,-
2021-04-14,True 2 Myself,Lil Tjay,126,122,5,76
2021-04-14,Hotel California,Eagles,127,140,1,129
2021-04-14,Heaux Tales,Jazmine Sullivan,128,115,4,13
2021-04-14,Swimming,Mac Miller,129,136,3,135
2021-04-14,Nothing Was The Same,Drake,130,131,1,369
2021-04-14,Man On The Moon: The End Of Day,Kid Cudi,131,121,4,169
2021-04-14,24K Magic,Bruno Mars,132,144,2,168
2021-04-14,ANTI,Rihanna,133,133,1,263
2021-04-14,Too Young To Be Sad (EP),Tate McRae,134,94,94,2
2021-04-14,Hozier,Hozier,135,168,2,205
2021-04-14,Roll The Bones X,Shakey Graves,136,136,1,-
2021-04-14,Graduation,Kanye West,137,142,1,166
2021-04-14,Born To Die,Lana Del Rey,138,148,2,388
2021-04-14,Harry Styles,Harry Styles,139,117,1,80
2021-04-14,The Essential Elvis Presley,Elvis Presley,140,147,42,87
2021-04-14,Strait Out Of The Box,George Strait,141,43,46,-
2021-04-14,The Search,NF,142,119,1,88
2021-04-14,More Life,Drake,143,141,1,204
2021-04-14,Evolve,Imagine Dragons,144,137,2,198
2021-04-14,7 (EP),Lil Nas X,145,113,2,70
2021-04-14,Frozen II,Soundtrack,146,134,1,73
2021-04-14,The Greatest Showman,Soundtrack,147,135,1,174
2021-04-14,Love Scars: The 5 Stages Of Emotions (EP),Yung Bleu,148,132,82,14
2021-04-14,IGOR,Tyler| The Creator,149,149,1,81
2021-04-14,The Essential Billy Joel,Billy Joel,150,92,15,231
2021-04-14,Blonde,Frank Ocean,151,143,1,224
2021-04-14,Birds In The Trap Sing McKnight,Travis Scott,152,150,1,236
2021-04-14,X 100PRE,Bad Bunny,153,146,11,119
2021-04-14,Hot Rocks 1964-1971,The Rolling Stones,154,156,4,353
2021-04-14,Ghetto Gospel,Rod Wave,155,123,10,74
2021-04-14,The Very Best Of Daryl Hall  John Oates,Daryl Hall  John Oates,156,173,34,123
2021-04-14,Fearless,Taylor Swift,157,1,261,-
2021-04-14,The Fame,Lady Gaga,158,169,2,240
2021-04-14,Indigo,Chris Brown,159,152,1,91
2021-04-14,Greatest Hits,Fleetwood Mac,160,164,14,183
2021-04-14,Greatest Hits,Pitbull,161,160,159,10
2021-04-14,AI YoungBoy 2,YoungBoy Never Broke Again,162,157,1,76
2021-04-14,So Much Fun,Young Thug,163,159,1,84
2021-04-14,Plastic Hearts,Miley Cyrus,164,161,2,19
2021-04-14,B4 The Storm,Internet Money,165,153,10,32
2021-04-14,DS2,Future,166,163,1,142
2021-04-14,Gold: Greatest Hits,ABBA,167,175,25,164
2021-04-14,JACKBOYS,JACKBOYS,168,155,1,66
2021-04-14,reputation,Taylor Swift,169,177,1,139
2021-04-14,Purgatory,Tyler Childers,170,172,106,46
2021-04-14,Look Up Child,Lauren Daigle,171,193,3,125
2021-04-14,Freedom. (EP),Justin Bieber,172,172,1,-
2021-04-14,Harder Than Ever,Lil Baby,173,176,3,124
2021-04-14,17,XXXTENTACION,174,162,2,187
2021-04-14,Victory Lap,Nipsey Hussle,175,154,2,98
2021-04-14,Number One Hits,Tim McGraw,176,181,27,174
2021-04-14,35 Biggest Hits,Toby Keith,177,190,2,84
2021-04-14,Hoodie SZN,A Boogie Wit da Hoodie,178,171,1,113
2021-04-14,My Beautiful Dark Twisted Fantasy,Kanye West,179,178,1,128
2021-04-14,H.E.R.,H.E.R.,180,166,23,170
2021-04-14,Dreamville & J. Cole: Revenge Of The Dreamers III,Various Artists,181,174,1,88
2021-04-14,[Hybrid Theory],Linkin Park,182,170,2,252
2021-04-14,Fully Loaded: God's Country,Blake Shelton,183,189,2,56
2021-04-14,Reloaded: 20 #1 Hits,Blake Shelton,184,197,5,198
2021-04-14,Their Greatest Hits 1971-1975,Eagles,185,192,1,358
2021-04-14,Kane Brown,Kane Brown,186,187,5,211
2021-04-14,Code Red,Moneybagg Yo & Blac Youngsta,187,183,6,29
2021-04-14,The Greatest Hits Collection,Brooks & Dunn,188,4,92,-
2021-04-14,Loyalty Over Royalty,CJ,189,127,56,7
2021-04-14,Mixtape; Vol. 1 (EP),Kane Brown,190,191,15,33
2021-04-14,Purple Rain (Soundtrack),Prince And The Revolution,191,1,139,-
2021-04-14,Die 4 Respect,DDG X OG Parker,192,158,61,3
2021-04-14,The Greatest: The Number Ones,Johnny Cash,193,125,2,-
2021-04-14,Born Here Live Here Die Here,Luke Bryan,194,5,24,-
2021-04-14,Sublime,Sublime,195,13,171,-
2021-04-14,Drip Harder,Lil Baby & Gunna,196,185,4,124
2021-04-14,Greatest Hits 1974-78,The Steve Miller Band,197,18,35,-
2021-04-14,Gucci Mane Presents: So Icy Summer,Gucci Mane & Various Artists,198,29,22,-
2021-04-14,Wildcard,Miranda Lambert,199,198,4,31
2021-04-14,Confessions,Usher,200,1,126,-
2021-04-21,Fearless (Taylor's Version),Taylor Swift,1,1,1,-
2021-04-21,The Best Of DMX,DMX,2,73,2,8
2021-04-21,Justice,Justin Bieber,3,1,1,4
2021-04-21,Dangerous: The Double Album,Morgan Wallen,4,4,1,14
2021-04-21,SoulFly,Rod Wave,5,3,1,3
2021-04-21,Positions,Ariana Grande,6,17,1,24
2021-04-21,The Highlights,The Weeknd,7,6,2,10
2021-04-21,Destined 2 Win,Lil Tjay,8,5,5,2
2021-04-21,Shoot For The Stars Aim For The Moon,Pop Smoke,9,7,1,41
2021-04-21,Future Nostalgia,Dua Lipa,10,9,3,54
2021-04-21,Roadrunner: New Light; New Machine,BrockHampton,11,11,1,-
2021-04-21,My Turn,Lil Baby,12,11,1,59
2021-04-21,Dancing With The Devil...The Art Of Starting Over,Demi Lovato,13,2,2,2
2021-04-21,What You See Is What You Get,Luke Combs,14,10,1,75
2021-04-21,Shiesty Season,Pooh Shiesty,15,12,3,10
2021-04-21,Legends Never Die,Juice WRLD,16,16,1,40
2021-04-21,When It's All Said And Done... Take Time,Giveon,17,15,5,5
2021-04-21,Hollywood's Bleeding,Post Malone,18,14,1,84
2021-04-21,The GOAT,Polo G,19,21,2,48
2021-04-21,El Ultimo Tour del Mundo,Bad Bunny,20,24,1,20
2021-04-21,The Voice,Lil Durk,21,13,2,17
2021-04-21,Fine Line,Harry Styles,22,18,1,70
2021-04-21,Born Here Live Here Die Here,Luke Bryan,23,194,5,25
2021-04-21,Good News,Megan Thee Stallion,24,19,2,21
2021-04-21,F*ck Love,The Kid LAROI,25,23,3,38
2021-04-21,Greatest Hits,Queen,26,22,8,434
2021-04-21,YHLQMDLG,Bad Bunny,27,36,2,59
2021-04-21,Goodbye & Good Riddance,Juice WRLD,28,28,4,152
2021-04-21,Evermore,Taylor Swift,29,33,1,18
2021-04-21,Hot Pink,Doja Cat,30,25,9,76
2021-04-21,When We All Fall Asleep; Where Do We Go?,Billie Eilish,31,20,1,107
2021-04-21,This One's For You,Luke Combs,32,26,4,202
2021-04-21,Folklore,Taylor Swift,33,29,1,38
2021-04-21,My Savior,Carrie Underwood,34,8,4,3
2021-04-21,Tickets To My Downfall,Machine Gun Kelly,35,34,1,29
2021-04-21,Shottaz 4Eva,MO3,36,36,1,-
2021-04-21,Hamilton: An American Musical,Original Broadway Cast,37,35,2,290
2021-04-21,Rumours,Fleetwood Mac,38,27,1,420
2021-04-21,Curtain Call: The Hits,Eminem,39,46,1,524
2021-04-21,Death Race For Love,Juice WRLD,40,44,1,110
2021-04-21,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,41,38,5,674
2021-04-21,ASTROWORLD,Travis Scott,42,41,1,141
2021-04-21,Starting Over,Chris Stapleton,43,43,3,22
2021-04-21,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,44,39,18,519
2021-04-21,If I Know Me,Morgan Wallen,45,40,10,133
2021-04-21,It's Dark And Hell Is Hot,DMX,46,1,102,-
2021-04-21,Thats What They All Say,Jack Harlow,47,42,5,18
2021-04-21,Ctrl,SZA,48,54,3,201
2021-04-21,Diamonds,Elton John,49,45,7,179
2021-04-21,beerbongs & bentleys,Post Malone,50,48,1,155
2021-04-21,Scorpion,Drake,51,50,1,146
2021-04-21,BLAME IT ON BABY,DaBaby,52,51,1,52
2021-04-21,Pray 4 Love,Rod Wave,53,52,2,54
2021-04-21,Eternal Atake,Lil Uzi Vert,54,56,1,58
2021-04-21,good kid; m.A.A.d city,Kendrick Lamar,55,57,2,442
2021-04-21,KG0516,Karol G,56,37,20,3
2021-04-21,Traveller,Chris Stapleton,57,55,1,292
2021-04-21,Clouds (The Mixtape),NF,58,31,3,3
2021-04-21,Dum And Dummer 2,Young Dolph & Key Glock,59,32,8,3
2021-04-21,Journey's Greatest Hits,Journey,60,59,10,664
2021-04-21,Stoney,Post Malone,61,58,4,227
2021-04-21,Over It,Summer Walker,62,64,2,80
2021-04-21,Greatest Hits,2Pac,63,72,3,366
2021-04-21,Goldmine,Gabby Barrett,64,86,27,43
2021-04-21,El Dorado,24kGoldn,65,49,22,3
2021-04-21,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,66,65,20,100
2021-04-21,Back In Black,AC/DC,67,61,4,459
2021-04-21,2014 Forest Hills Drive,J. Cole,68,68,1,332
2021-04-21,OK Orchestra,AJR,69,47,10,3
2021-04-21,Final Destination,SpotemGottem,70,96,70,11
2021-04-21,Please Excuse Me For Being Antisocial,Roddy Ricch,71,63,1,71
2021-04-21,Doo-Wops & Hooligans,Bruno Mars,72,69,3,515
2021-04-21,Top,YoungBoy Never Broke Again,73,71,1,31
2021-04-21,Lover,Taylor Swift,74,70,1,86
2021-04-21,Music To Be Murdered By,Eminem,75,67,1,64
2021-04-21,Only The Family Presents: Loyal Bros Compilation,Various Artists,76,60,12,6
2021-04-21,Greatest Hits,Guns N' Roses,77,74,3,525
2021-04-21,÷ (Divide),Ed Sheeran,78,75,1,215
2021-04-21,Life Rolls On,Florida Georgia Line,79,66,21,9
2021-04-21,Dont Smile At Me,Billie Eilish,80,62,14,173
2021-04-21,Take Care,Drake,81,82,1,424
2021-04-21,DAMN.,Kendrick Lamar,82,85,1,209
2021-04-21,Greatest Hits,The Notorious B.I.G.,83,79,1,270
2021-04-21,High Off Life,Future,84,78,1,48
2021-04-21,Pluto x Baby Pluto,Future & Lil Uzi Vert,85,76,2,22
2021-04-21,Just Cause Y'all Waited 2,Lil Durk,86,80,2,49
2021-04-21,Chilombo,Jhene Aiko,87,77,2,58
2021-04-21,1,The Beatles,88,53,1,468
2021-04-21,1989,Taylor Swift,89,88,1,331
2021-04-21,Die A Legend,Polo G,90,112,6,96
2021-04-21,?,XXXTENTACION,91,91,1,161
2021-04-21,American Teen,Khalid,92,84,4,215
2021-04-21,Luv Is Rage 2,Lil Uzi Vert,93,90,1,190
2021-04-21,Greatest Hits,Tom Petty And The Heartbreakers,94,81,2,405
2021-04-21,Wunna,Gunna,95,89,1,47
2021-04-21,Nevermind,Nirvana,96,102,1,520
2021-04-21,Dreamland,Glass Animals,97,97,7,23
2021-04-21,Moana,Soundtrack,98,99,2,227
2021-04-21,The Essential Billy Joel,Billy Joel,99,150,15,232
2021-04-21,Thriller,Michael Jackson,100,98,1,466
2021-04-21,The Essential Michael Jackson,Michael Jackson,101,93,31,352
2021-04-21,Invasion Of Privacy,Cardi B,102,100,1,158
2021-04-21,Savage Mode II,21 Savage & Metro Boomin,103,94,1,28
2021-04-21,Heaven & Hell,Ava Max,104,95,27,26
2021-04-21,Views,Drake,105,110,1,257
2021-04-21,Sin Miedo (Del Amor y Otros Demonios),Kali Uchis,106,83,52,8
2021-04-21,Flesh Of My Flesh Blood Of My Blood,DMX,107,1,56,-
2021-04-21,Thank U; Next,Ariana Grande,108,104,1,114
2021-04-21,Dark Lane Demo Tapes,Drake,109,106,2,50
2021-04-21,Meet The Woo; V.2,Pop Smoke,110,107,7,62
2021-04-21,SOUTHSIDE,Sam Hunt,111,115,5,50
2021-04-21,Time Served,Moneybagg Yo,112,103,3,66
2021-04-21,MAP OF THE SOUL : 7,BTS,113,119,1,60
2021-04-21,Metallica,Metallica,114,121,1,603
2021-04-21,X 100PRE,Bad Bunny,115,153,11,120
2021-04-21,Free Spirit,Khalid,116,109,1,106
2021-04-21,BE,BTS,117,92,1,21
2021-04-21,All Time Greatest Hits,Lynyrd Skynyrd,118,101,56,122
2021-04-21,Manic,Halsey,119,114,2,65
2021-04-21,Welcome To O'Block,King Von,120,113,5,24
2021-04-21,Chemtrails Over The Country Club,Lana Del Rey,121,87,2,4
2021-04-21,Greatest Hits So Far...,Zac Brown Band,122,108,20,300
2021-04-21,Cuz I Love You,Lizzo,123,118,4,104
2021-04-21,Greatest Hits,Bob Seger & The Silver Bullet Band,124,105,8,371
2021-04-21,Blurryface,Twenty One Pilots,125,120,1,299
2021-04-21,Sounds Of Summer: The Very Best Of The Beach Boys,The Beach Boys,126,111,16,248
2021-04-21,Hey World,Lee Brice,127,116,45,21
2021-04-21,Man On The Moon: The End Of Day,Kid Cudi,128,131,4,170
2021-04-21,AM,Arctic Monkeys,129,123,6,143
2021-04-21,Nothing Was The Same,Drake,130,130,1,370
2021-04-21,KIRK,DaBaby,131,122,1,80
2021-04-21,True 2 Myself,Lil Tjay,132,126,5,77
2021-04-21,The Best Of Nickelback: Volume 1,Nickelback,133,21,41,-
2021-04-21,My Beautiful Dark Twisted Fantasy,Kanye West,134,179,1,129
2021-04-21,Harry Styles,Harry Styles,135,139,1,81
2021-04-21,More Life,Drake,136,143,1,205
2021-04-21,ANTI,Rihanna,137,133,1,264
2021-04-21,Blonde,Frank Ocean,138,151,1,225
2021-04-21,Graduation,Kanye West,139,137,1,167
2021-04-21,Frozen II,Soundtrack,140,146,1,74
2021-04-21,Abbey Road,The Beatles,141,1,406,-
2021-04-21,In Another World,Cheap Trick,142,142,1,-
2021-04-21,Greatest Hits: The Ultimate Collection,Bon Jovi,143,117,5,203
2021-04-21,The Search,NF,144,142,1,89
2021-04-21,Hozier,Hozier,145,135,2,206
2021-04-21,Greatest Hits,Red Hot Chili Peppers,146,18,272,-
2021-04-21,Hotel California,Eagles,147,127,1,130
2021-04-21,Strait Out Of The Box,George Strait,148,141,43,47
2021-04-21,Evolve,Imagine Dragons,149,144,2,199
2021-04-21,The Greatest Showman,Soundtrack,150,147,1,175
2021-04-21,Born To Die,Lana Del Rey,151,138,2,389
2021-04-21,24K Magic,Bruno Mars,152,132,2,169
2021-04-21,Birds In The Trap Sing McKnight,Travis Scott,153,152,1,237
2021-04-21,The Essential Elvis Presley,Elvis Presley,154,140,42,88
2021-04-21,Ghetto Gospel,Rod Wave,155,155,10,75
2021-04-21,AI YoungBoy 2,YoungBoy Never Broke Again,156,162,1,77
2021-04-21,Swimming,Mac Miller,157,129,3,136
2021-04-21,Indigo,Chris Brown,158,159,1,92
2021-04-21,Whole Lotta Red,Playboi Carti,159,124,1,16
2021-04-21,Greatest Hits,Pitbull,160,161,159,11
2021-04-21,Heaux Tales,Jazmine Sullivan,161,128,4,14
2021-04-21,IGOR,Tyler| The Creator,162,149,1,82
2021-04-21,So Much Fun,Young Thug,163,163,1,85
2021-04-21,reputation,Taylor Swift,164,169,1,140
2021-04-21,Love Scars: The 5 Stages Of Emotions (EP),Yung Bleu,165,148,82,15
2021-04-21,The Very Best Of Daryl Hall  John Oates,Daryl Hall  John Oates,166,156,34,124
2021-04-21,35 Biggest Hits,Toby Keith,167,177,2,85
2021-04-21,H.E.R.,H.E.R.,168,180,23,171
2021-04-21,DS2,Future,169,166,1,143
2021-04-21,17,XXXTENTACION,170,174,2,188
2021-04-21,JACKBOYS,JACKBOYS,171,168,1,67
2021-04-21,Hoodie SZN,A Boogie Wit da Hoodie,172,178,1,114
2021-04-21,B4 The Storm,Internet Money,173,165,10,33
2021-04-21,Too Young To Be Sad (EP),Tate McRae,174,134,94,3
2021-04-21,Harder Than Ever,Lil Baby,175,173,3,125
2021-04-21,The Fame,Lady Gaga,176,158,2,241
2021-04-21,Dreamville & J. Cole: Revenge Of The Dreamers III,Various Artists,177,181,1,89
2021-04-21,Man On The Moon III: The Chosen,Kid Cudi,178,2,16,-
2021-04-21,Twenty Years Of Rascal Flatts: The Greatest Hits,Rascal Flatts,179,87,8,-
2021-04-21,[Hybrid Theory],Linkin Park,180,182,2,253
2021-04-21,Gold: Greatest Hits,ABBA,181,167,25,165
2021-04-21,Purple Rain (Soundtrack),Prince And The Revolution,182,191,1,140
2021-04-21,Number One Hits,Tim McGraw,183,176,27,175
2021-04-21,Die 4 Respect,DDG X OG Parker,184,192,61,4
2021-04-21,Kane Brown,Kane Brown,185,186,5,212
2021-04-21,Mixtape; Vol. 1 (EP),Kane Brown,186,190,15,34
2021-04-21,7 (EP),Lil Nas X,187,145,2,71
2021-04-21,Get Rich Or Die Tryin',50 Cent,188,1,112,-
2021-04-21,Purgatory,Tyler Childers,189,170,106,47
2021-04-21,Plastic Hearts,Miley Cyrus,190,164,2,20
